01:   -0.8805432    
02:   -0.6697049    
03:   -0.6612930    
04:   -0.4479448    
05:   -0.3801460    
06:   -0.2615155    
07:   -0.2435708    
08:   -0.2417334    
09:   -9.9502467E-02
10:   -4.4621028E-02
11:   -9.8929172E-03
12:    1.7738897E-02
13:    3.2317355E-02
14:    8.1131481E-02
15:    0.1064481    
16:    0.1359174    
